Student_ID,Dropout,Risk_Score,Risk_Level,Risk_Reasons,Recommendations
6120,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6121,0,1,Thấp,GPA từ 2.0 đến dưới 2.5,Theo dõi kết quả học tập trong học kỳ tiếp theo
6122,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Tư vấn cân bằng thời gian làm thêm và học tập
6123,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
6124,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6125,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6126,1,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6127,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6128,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6129,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
6130,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6131,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6132,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
6133,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
6134,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6135,0,2,Thấp,Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6136,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6137,1,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6138,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6139,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Không có điều kiện truy cập Internet,Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6140,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
6141,1,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6142,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6143,0,5,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6144,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6145,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6146,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6147,1,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6148,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
6149,1,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
6150,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6151,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6152,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6153,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6154,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6155,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6156,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6157,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6158,0,4,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ
6159,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6160,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6161,0,4,Trung bình,GPA dưới 2.0; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6162,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Tư vấn cân bằng thời gian làm thêm và học tập
6163,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6164,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
6165,0,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
6166,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6167,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6168,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6169,1,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6170,0,1,Thấp,Không có điều kiện truy cập Internet,Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6171,0,2,Thấp,Mức độ căng thẳng cao,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6172,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6173,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6174,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6175,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6176,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6177,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6178,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6179,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6180,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6181,0,6,Cao,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6182,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
6183,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
6184,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập
6185,0,4,Trung bình,GPA dưới 2.0; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Tư vấn cân bằng thời gian làm thêm và học tập
6186,1,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6187,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Hỗ trợ xây dựng thời gian biểu học tập
6188,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6189,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6190,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
6191,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6192,1,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
6193,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
6194,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6195,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6196,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6197,1,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6198,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6199,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6200,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6201,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6202,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6203,0,2,Thấp,Mức độ căng thẳng cao,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6204,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6205,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6206,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6207,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
6208,0,4,Trung bình,Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6209,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6210,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6211,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
